symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
LBX2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ladybird homeobox 2
NRG2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	neuregulin 2
GPS2P1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	G protein pathway suppressor 2 pseudogene 1
ANKRD45	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ankyrin repeat domain 45
UMODL1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	uromodulin like 1
NRM	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	nurim
RASSF10	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	Ras association domain family member 10
KCNS1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	potassium voltage-gated channel modifier subfamily S member 1
BMS1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	BMS1 ribosome biogenesis factor
FYCO1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	FYVE and coiled-coil domain autophagy adaptor 1
WNT16	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	Wnt family member 16
RNU105C	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	RNA, U105C small nucleolar
GGA1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	golgi associated, gamma adaptin ear containing, ARF binding protein 1
IGFLR1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	IGF like family receptor 1
PLA2G15	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	phospholipase A2 group XV
RWDD1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	RWD domain containing 1
DNAJC21	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	DnaJ heat shock protein family (Hsp40) member C21
VAMP5	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	vesicle associated membrane protein 5
GAK	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	cyclin G associated kinase
EIF3F	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	eukaryotic translation initiation factor 3 subunit F
ACSL1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	acyl-CoA synthetase long chain family member 1
WDFY2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	WD repeat and FYVE domain containing 2
ACTRT3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	actin related protein T3
TBC1D15	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	TBC1 domain family member 15
TOMM40	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	translocase of outer mitochondrial membrane 40
TTC9C	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	tetratricopeptide repeat domain 9C
NKAIN1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	sodium/potassium transporting ATPase interacting 1
LTB	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	lymphotoxin beta
CLIC4	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	chloride intracellular channel 4
RPAP1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	RNA polymerase II associated protein 1
GADD45G	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	growth arrest and DNA damage inducible gamma
TP53I11	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	tumor protein p53 inducible protein 11
ASAH2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	N-acylsphingosine amidohydrolase 2
TPRG1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	tumor protein p63 regulated 1
SNCAIP	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	synuclein alpha interacting protein
NPDC1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	neural proliferation, differentiation and control 1
RPS19	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ribosomal protein S19
CELF2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	CUGBP Elav-like family member 2
NTMT1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	N-terminal Xaa-Pro-Lys N-methyltransferase 1
TPTEP1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	TPTE pseudogene 1
TRBV18	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	T cell receptor beta variable 18
CCL4L2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	C-C motif chemokine ligand 4 like 2
TENM3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	teneurin transmembrane protein 3
SCARB2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	scavenger receptor class B member 2
ACTR3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	actin related protein 3
H3P20	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	H3 histone pseudogene 20
TTC14	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	tetratricopeptide repeat domain 14
CCL26	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	C-C motif chemokine ligand 26
SH3D21	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	SH3 domain containing 21
ZBTB46	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger and BTB domain containing 46
VAMP2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	vesicle associated membrane protein 2
NLRC3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	NLR family CARD domain containing 3
MMAB	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	metabolism of cobalamin associated B
WDTC1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	WD and tetratricopeptide repeats 1
RIMS4	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	regulating synaptic membrane exocytosis 4
MICU2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	mitochondrial calcium uptake 2
TUBB7P	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	tubulin beta 7 pseudogene
STK17B	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	serine/threonine kinase 17b
PYM1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	PYM homolog 1, exon junction complex associated factor
ENSG00000261564	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	tryptase delta 1 (TPSD1) pseudogene
NOTO	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	notochord homeobox
CHMP1A	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	charged multivesicular body protein 1A
PARD6G	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	par-6 family cell polarity regulator gamma
SNORA56	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	small nucleolar RNA, H/ACA box 56
PCCB	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	propionyl-CoA carboxylase subunit beta
BHLHE23	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	basic helix-loop-helix family member e23
SLC52A2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	solute carrier family 52 member 2
COPS9	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	COP9 signalosome subunit 9
ATOH1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	atonal bHLH transcription factor 1
TPK1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	thiamin pyrophosphokinase 1
CPS1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	carbamoyl-phosphate synthase 1
TMEM40	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	transmembrane protein 40
APCS	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	amyloid P component, serum
LANCL2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	LanC like 2
BMP8B	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	bone morphogenetic protein 8b
MPZL2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	myelin protein zero like 2
KCNMB4	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	potassium calcium-activated channel subfamily M regulatory beta subunit 4
PPT1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	palmitoyl-protein thioesterase 1
ADD3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	adducin 3
ASMTL-AS1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ASMTL antisense RNA 1
LINC02902	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	long intergenic non-protein coding RNA 2902
N6AMT1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	N-6 adenine-specific DNA methyltransferase 1
SUPT20HL1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	SUPT20H like 1
DPYSL4	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	dihydropyrimidinase like 4
RYBP	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	RING1 and YY1 binding protein
TESK2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	testis associated actin remodelling kinase 2
CLDN25	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	claudin 25
NPM3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	nucleophosmin/nucleoplasmin 3
SNAPC5	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	small nuclear RNA activating complex polypeptide 5
MAP3K10	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	mitogen-activated protein kinase kinase kinase 10
ROM1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	retinal outer segment membrane protein 1
FAM200B	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	family with sequence similarity 200 member B
DR1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	down-regulator of transcription 1
L1TD1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	LINE1 type transposase domain containing 1
CREB3L3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	cAMP responsive element binding protein 3 like 3
C8orf33	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	chromosome 8 open reading frame 33
ANGPTL3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	angiopoietin like 3
RAB32	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	RAB32, member RAS oncogene family
CYP2F1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	cytochrome P450 family 2 subfamily F member 1
ARHGAP30	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	Rho GTPase activating protein 30
ANGPTL7	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	angiopoietin like 7
AP3M2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	adaptor related protein complex 3 subunit mu 2
SELENON	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	selenoprotein N
ZNF135	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger protein 135
MRPS12	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	mitochondrial ribosomal protein S12
RBAK	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	RB associated KRAB zinc finger
SNORA36A	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	small nucleolar RNA, H/ACA box 36A
CHTOP	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	chromatin target of PRMT1
SPOPL	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	speckle type BTB/POZ protein like
GALP	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	galanin like peptide
RPL8	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ribosomal protein L8
DNAJA1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	DnaJ heat shock protein family (Hsp40) member A1
ERMAP	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	erythroblast membrane associated protein (Scianna blood group)
PRR5	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	proline rich 5
ARVCF	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ARVCF delta catenin family member
EIF5B	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	eukaryotic translation initiation factor 5B
ZNF501	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger protein 501
GPR75	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	G protein-coupled receptor 75
ZFP82	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ZFP82 zinc finger protein
SLC6A19	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	solute carrier family 6 member 19
STOX1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	storkhead box 1
BOP1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	BOP1 ribosomal biogenesis factor
MICAL3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	microtubule associated monooxygenase, calponin and LIM domain containing 3
SNX19	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	sorting nexin 19
PPP1R15A	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	protein phosphatase 1 regulatory subunit 15A
OR56A3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	olfactory receptor family 56 subfamily A member 3
GORASP1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	golgi reassembly stacking protein 1
LLGL1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	LLGL scribble cell polarity complex component 1
SPART	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	spartin
CDV3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	CDV3 homolog
ASCL2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	achaete-scute family bHLH transcription factor 2
RPL31	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ribosomal protein L31
UBAP2L	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ubiquitin associated protein 2 like
C12orf57	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	chromosome 12 open reading frame 57
TTC3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	tetratricopeptide repeat domain 3
SLAIN2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	SLAIN motif family member 2
BDH2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	3-hydroxybutyrate dehydrogenase 2
MT-CO3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	mitochondrially encoded cytochrome c oxidase III
RIIAD1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	regulatory subunit of type II PKA R-subunit domain containing 1
LETM2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	leucine zipper and EF-hand containing transmembrane protein 2
ESYT2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	extended synaptotagmin 2
OR8G5	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	olfactory receptor family 8 subfamily G member 5
NBAS	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	NBAS subunit of NRZ tethering complex
ZNF106	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger protein 106
PRRG4	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	proline rich and Gla domain 4
CLEC11A	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	C-type lectin domain containing 11A
DCPS	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	decapping enzyme, scavenger
ACTC1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	actin alpha cardiac muscle 1
PPP1CC	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	protein phosphatase 1 catalytic subunit gamma
ADAT2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	adenosine deaminase tRNA specific 2
SMAD9	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	SMAD family member 9
NKAIN2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	sodium/potassium transporting ATPase interacting 2
C1orf43	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	chromosome 1 open reading frame 43
RBM6	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	RNA binding motif protein 6
SEPTIN8	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	septin 8
RND2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	Rho family GTPase 2
GALNT2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	polypeptide N-acetylgalactosaminyltransferase 2
SDF2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	stromal cell derived factor 2
GP9	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	glycoprotein IX platelet
RRP8	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ribosomal RNA processing 8
ZNF763	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger protein 763
ANKRD16	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ankyrin repeat domain 16
RPS29	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ribosomal protein S29
GLIPR1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	GLI pathogenesis related 1
RGS19	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	regulator of G protein signaling 19
DUOX2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	dual oxidase 2
ABCD2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	ATP binding cassette subfamily D member 2
NRXN3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	neurexin 3
LAT2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	linker for activation of T cells family member 2
SH3RF3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	SH3 domain containing ring finger 3
PACSIN3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	protein kinase C and casein kinase substrate in neurons 3
MYLIP	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	myosin regulatory light chain interacting protein
MAS1L	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	MAS1 proto-oncogene like, G protein-coupled receptor
VPS29	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	VPS29 retromer complex component
DAZ4	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	deleted in azoospermia 4
STT3A	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	STT3 oligosaccharyltransferase complex catalytic subunit A
KIR2DL1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
NUMBL	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	NUMB like endocytic adaptor protein
ZNF839	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger protein 839
KIAA1109	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	KIAA1109
SYNE3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	spectrin repeat containing nuclear envelope family member 3
TRPC2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	transient receptor potential cation channel subfamily C member 2 (pseudogene)
ZNF367	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	zinc finger protein 367
MAN1A1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	mannosidase alpha class 1A member 1
MRGPRX4	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	MAS related GPR family member X4
SHQ1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	SHQ1, H/ACA ribonucleoprotein assembly factor
BACE1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	beta-secretase 1
UCP3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	uncoupling protein 3
LINC00922	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	long intergenic non-protein coding RNA 922
SERPINA11	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	serpin family A member 11
ABRAXAS2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	abraxas 2, BRISC complex subunit
IDI1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	isopentenyl-diphosphate delta isomerase 1
CALHM6	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	calcium homeostasis modulator family member 6
ROPN1B	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	rhophilin associated tail protein 1B
LAMTOR3	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
SOX15	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	SRY-box transcription factor 15
LARP1B	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	La ribonucleoprotein 1B
BBS5	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	Bardet-Biedl syndrome 5
AIG1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	androgen induced 1
SNORA61	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	small nucleolar RNA, H/ACA box 61
BRINP2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	BMP/retinoic acid inducible neural specific 2
CHIT1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	chitinase 1
PHF1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	PHD finger protein 1
NAB1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	NGFI-A binding protein 1
MAPK8IP2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	mitogen-activated protein kinase 8 interacting protein 2
TIAF1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	TGFB1-induced anti-apoptotic factor 1 
DDX53	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	DEAD-box helicase 53
OTUD6B	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	OTU deubiquitinase 6B
LRATD1	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	LRAT domain containing 1
HCFC2	0.0036957985468470188	No data	No data	No data	No data	0.030396539880581056	No data	No data	host cell factor C2
PPRC1	0.003675266332697868	No data	No data	No data	No data	0.030227670214577826	No data	No data	PPARG related coactivator 1
GSTO1	0.003675266332697868	No data	No data	No data	No data	0.030227670214577826	No data	No data	glutathione S-transferase omega 1
SRY	0.003675266332697868	No data	No data	No data	No data	0.030227670214577826	No data	No data	sex determining region Y
HOXB5	0.003675266332697868	No data	No data	No data	No data	0.030227670214577826	No data	No data	homeobox B5
TRA2B	0.003675266332697868	No data	No data	No data	No data	0.030227670214577826	No data	No data	transformer 2 beta homolog
SCAMP3	0.003582871369026692	No data	No data	No data	No data	0.029467756717563298	No data	No data	secretory carrier membrane protein 3
CCNJ	0.003582871369026692	No data	No data	No data	No data	0.029467756717563298	No data	No data	cyclin J
PCDH11X	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	protocadherin 11 X-linked
B4GALT4	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	beta-1,4-galactosyltransferase 4
ZIC2	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	Zic family member 2
KLK15	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	kallikrein related peptidase 15
CD300LG	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	CD300 molecule like family member g
SMAD6	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	SMAD family member 6
FOXO6	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	forkhead box O6
IL18R1	0.0035076514913497114	0.0036254959020787327	No data	No data	No data	0.024317231904464845	No data	No data	interleukin 18 receptor 1
AQP1	0.003490476405355517	No data	No data	No data	No data	0.02870784322054877	No data	No data	aquaporin 1 (Colton blood group)
IL10RB	0.003490476405355517	No data	No data	No data	No data	0.02870784322054877	No data	No data	interleukin 10 receptor subunit beta
ACOX1	0.003490476405355517	No data	No data	No data	No data	0.02870784322054877	No data	No data	acyl-CoA oxidase 1
ENTPD1	0.003490476405355517	No data	No data	No data	No data	0.02870784322054877	No data	No data	ectonucleoside triphosphate diphosphohydrolase 1
MPP7	0.0034726584939499235	0.005712259532816833	No data	No data	No data	No data	No data	No data	MAGUK p55 scaffold protein 7
DEPDC5	0.003381540283727348	0.004954446198277404	No data	No data	No data	0.012158615952232422	No data	No data	DEP domain containing 5, GATOR1 subcomplex subunit
PCDH8	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	protocadherin 8
TAFAZZIN	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	tafazzin, phospholipid-lysophospholipid transacylase
SLC6A1	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	solute carrier family 6 member 1
MIR21	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	microRNA 21
MOGAT2	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	monoacylglycerol O-acyltransferase 2
DUSP5	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	dual specificity phosphatase 5
NEU3	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	neuraminidase 3
TRIM71	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	tripartite motif containing 71
MIR145	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	microRNA 145
WARS1	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	tryptophanyl-tRNA synthetase 1
